# instance_type, electricity_consumption_kwh, embodied_emissions_gco2eq, embodied_adp_gSbeq
i2.8xlarge, 0.08631336906703956, 28.0, 0.0046
i2.large, 0.006473502680027966, 1.7, 2.9E-4
i2.xlarge, 0.02157834226675989, 3.5, 5.700000000000001E-4
i2.xlarge.elasticsearch, 0.02157834226675989, 3.5, 5.700000000000001E-4
i3.16xlarge, 0.2157834226675989, 37.0, 0.0033
i3.16xlarge.elasticsearch, 0.2157834226675989, 37.0, 0.0033
i3.2xlarge, 0.02157834226675989, 4.7, 4.1E-4
i3.2xlarge.elasticsearch, 0.02157834226675989, 4.7, 4.1E-4
i3.4xlarge, 0.02157834226675989, 9.0, 8.3E-4
i3.4xlarge.elasticsearch, 0.02157834226675989, 9.0, 8.3E-4
i3.8xlarge, 0.06473502680027966, 19.0, 0.0017000000000000001
i3.8xlarge.elasticsearch, 0.06473502680027966, 19.0, 0.0017000000000000001
i3en.12xlarge, 0.10789171133379945, 41.0, 0.0025
i3en.24xlarge, 0.2157834226675989, 80.0, 0.0051
i3en.2xlarge, 0.02157834226675989, 7.0, 4.2E-4
i3en.3xlarge, 0.02157834226675989, 10.0, 6.4E-4
i3en.6xlarge, 0.04315668453351978, 21.0, 0.0013
i3en.large, 0.004315668453351978, 1.7, 1.1E-4
i3en.metal, 0.2157834226675989, 80.0, 0.0051
i3en.xlarge, 0.008631336906703957, 3.4, 2.1E-4
i3.large, 0.004315668453351978, 1.2, 1.03E-4
i3.large.elasticsearch, 0.004315668453351978, 1.2, 1.03E-4
i3.metal, 0.2157834226675989, 39.0, 0.0036
i3.xlarge, 0.008631336906703957, 2.4, 2.1E-4
i3.xlarge.elasticsearch, 0.008631336906703957, 2.4, 2.1E-4
i4g.16xlarge, 0.08631336906703956, 38.0, 0.0031999999999999997
i4g.2xlarge, 0.02157834226675989, 4.8, 3.9999999999999996E-4
i4g.4xlarge, 0.02157834226675989, 10.0, 7.899999999999999E-4
i4g.8xlarge, 0.04315668453351978, 19.0, 0.0015999999999999999
i4g.large, 0.002157834226675989, 1.2, 9.9E-5
i4g.xlarge, 0.006473502680027966, 2.4, 1.9999999999999998E-4
i4i.16xlarge, 0.2157834226675989, 35.0, 0.0025
i4i.2xlarge, 0.02157834226675989, 4.3, 3.1E-4
i4i.32xlarge, 0.2157834226675989, 70.0, 0.0049
i4i.4xlarge, 0.04315668453351978, 9.0, 6.2E-4
i4i.8xlarge, 0.06473502680027966, 17.0, 0.0012
i4i.large, 0.004315668453351978, 1.1, 7.7E-5
i4i.metal, 0.2157834226675989, 70.0, 0.0049
i4i.xlarge, 0.008631336906703957, 2.2, 1.5E-4
i8g.12xlarge, 0.08631336906703956, 26.0, 0.0017000000000000001
i8g.16xlarge, 0.2157834226675989, 35.0, 0.0023
i8g.24xlarge, 0.2157834226675989, 52.0, 0.0035
i8g.2xlarge, 0.02157834226675989, 4.4, 2.9E-4
i8g.4xlarge, 0.02157834226675989, 9.0, 5.8E-4
i8g.8xlarge, 0.06473502680027966, 17.0, 0.0012
i8g.large, 0.004315668453351978, 1.1, 7.2E-5
i8g.metal-24xl, 0.2157834226675989, 52.0, 0.0035
i8g.xlarge, 0.006473502680027966, 2.2, 1.4000000000000001E-4
im4gn.16xlarge, 0.06473502680027966, 40.0, 0.003
im4gn.2xlarge, 0.008631336906703957, 5.0, 3.7E-4
im4gn.4xlarge, 0.02157834226675989, 10.0, 7.5E-4
im4gn.8xlarge, 0.04315668453351978, 20.0, 0.0015
im4gn.large, 0.002157834226675989, 1.3, 8.999999999999999E-5
im4gn.xlarge, 0.004315668453351978, 2.5, 1.9E-4
inf1.24xlarge, 0.2157834226675989, 15.0, 0.0026
inf1.2xlarge, 0.02157834226675989, 1.3, 2.1E-4
inf1.6xlarge, 0.04315668453351978, 3.8, 6.4E-4
inf1.xlarge, 0.006473502680027966, 0.63, 1.06E-4
inf2.24xlarge, 0.10789171133379945, 18.0, 0.0018
inf2.48xlarge, 0.2157834226675989, 36.0, 0.0037
inf2.8xlarge, 0.04315668453351978, 6.1000000000000005, 6.1E-4
inf2.xlarge, 0.004315668453351978, 0.76, 7.7E-5
is4gen.2xlarge, 0.010789171133379944, 9.0, 4.9E-4
is4gen.4xlarge, 0.02157834226675989, 17.0, 0.001
is4gen.8xlarge, 0.04315668453351978, 34.0, 0.002
is4gen.large, 0.002157834226675989, 2.1, 1.1999999999999999E-4
is4gen.medium, 0.002157834226675989, 1.1, 6.2E-5
is4gen.xlarge, 0.004315668453351978, 4.3, 2.5E-4
m1.large, 0.002157834226675989, 1.4, 1.1999999999999999E-4
m1.medium, 0.002157834226675989, 0.7, 5.8E-5
m1.small, 0.002157834226675989, 0.35, 4.1E-5
m1.xlarge, 0.006473502680027966, 2.8, 2.3999999999999998E-4
m2.2xlarge, 0.02157834226675989, 3.3, 4.7E-4
m2.4xlarge, 0.02157834226675989, 6.6, 9.4E-4
m2.xlarge, 0.006473502680027966, 1.6, 2.3999999999999998E-4
m3.2xlarge, 0.02157834226675989, 3.6, 7.199999999999999E-4
m3.2xlarge.elasticsearch, 0.02157834226675989, 3.6, 7.199999999999999E-4
m3.large, 0.004315668453351978, 0.8899999999999999, 1.7999999999999998E-4
m3.large.elasticsearch, 0.004315668453351978, 0.8899999999999999, 1.7999999999999998E-4
m3.medium, 0.002157834226675989, 0.42000000000000004, 8.7E-5
m3.medium.elasticsearch, 0.002157834226675989, 0.42000000000000004, 8.7E-5
m3.xlarge, 0.008631336906703957, 1.8, 3.5999999999999997E-4
m3.xlarge.elasticsearch, 0.008631336906703957, 1.8, 3.5999999999999997E-4
m4.10xlarge, 0.06473502680027966, 12.0, 0.0021
m4.10xlarge.elasticsearch, 0.06473502680027966, 12.0, 0.0021
m4.16xlarge, 0.10789171133379945, 16.0, 0.0024
m4.2xlarge, 0.02157834226675989, 2.0, 3.0E-4
m4.2xlarge.elasticsearch, 0.02157834226675989, 2.0, 3.0E-4
m4.4xlarge, 0.02157834226675989, 4.1000000000000005, 6.1E-4
m4.4xlarge.elasticsearch, 0.02157834226675989, 4.1000000000000005, 6.1E-4
m4.large, 0.002157834226675989, 0.51, 7.6E-5
m4.large.elasticsearch, 0.002157834226675989, 0.51, 7.6E-5
m4.xlarge, 0.006473502680027966, 1.0, 1.5E-4
m4.xlarge.elasticsearch, 0.006473502680027966, 1.0, 1.5E-4
m5.12xlarge, 0.08631336906703956, 11.0, 0.00147
m5.12xlarge.elasticsearch, 0.08631336906703956, 11.0, 0.00147
m5.16xlarge, 0.2157834226675989, 15.0, 0.002
m5.24xlarge, 0.2157834226675989, 22.0, 0.0029000000000000002
m5.2xlarge, 0.02157834226675989, 1.8, 2.3999999999999998E-4
m5.2xlarge.elasticsearch, 0.02157834226675989, 1.8, 2.3999999999999998E-4
m5.4xlarge, 0.02157834226675989, 3.7, 4.9E-4
m5.4xlarge.elasticsearch, 0.02157834226675989, 3.7, 4.9E-4
m5.8xlarge, 0.04315668453351978, 7.4, 9.8E-4
m5a.12xlarge, 0.06473502680027966, 10.0, 0.00119
m5a.16xlarge, 0.08631336906703956, 13.0, 0.0015999999999999999
m5a.24xlarge, 0.2157834226675989, 20.0, 0.0024
m5a.2xlarge, 0.010789171133379944, 1.7, 1.9999999999999998E-4
m5a.4xlarge, 0.02157834226675989, 3.4, 3.9999999999999996E-4
m5a.8xlarge, 0.04315668453351978, 6.7, 7.999999999999999E-4
m5ad.12xlarge, 0.06473502680027966, 12.0, 0.00125
m5ad.16xlarge, 0.08631336906703956, 16.0, 0.0017000000000000001
m5ad.24xlarge, 0.2157834226675989, 23.0, 0.0025
m5ad.2xlarge, 0.010789171133379944, 1.9, 2.1E-4
m5ad.4xlarge, 0.02157834226675989, 3.9, 4.2E-4
m5ad.8xlarge, 0.04315668453351978, 8.0, 8.4E-4
m5ad.large, 0.002157834226675989, 0.49, 5.2000000000000004E-5
m5ad.xlarge, 0.004315668453351978, 1.0, 1.05E-4
m5a.large, 0.002157834226675989, 0.42000000000000004, 4.9999999999999996E-5
m5a.xlarge, 0.004315668453351978, 0.8400000000000001, 9.9E-5
m5d.12xlarge, 0.08631336906703956, 13.0, 0.0015
m5d.16xlarge, 0.2157834226675989, 17.0, 0.002
m5d.24xlarge, 0.2157834226675989, 25.0, 0.0031
m5d.2xlarge, 0.02157834226675989, 2.1, 2.5E-4
m5d.4xlarge, 0.02157834226675989, 4.2, 5.1E-4
m5d.8xlarge, 0.06473502680027966, 8.0, 0.00102
m5d.large, 0.004315668453351978, 0.5199999999999999, 6.400000000000001E-5
m5d.metal, 0.2157834226675989, 25.0, 0.0031
m5dn.12xlarge, 0.08631336906703956, 13.0, 0.0015
m5dn.16xlarge, 0.10789171133379945, 17.0, 0.002
m5dn.24xlarge, 0.2157834226675989, 25.0, 0.0031
m5dn.2xlarge, 0.02157834226675989, 2.1, 2.5E-4
m5dn.4xlarge, 0.02157834226675989, 4.2, 5.1E-4
m5dn.8xlarge, 0.04315668453351978, 8.0, 0.00102
m5dn.large, 0.004315668453351978, 0.53, 6.400000000000001E-5
m5dn.metal, 0.2157834226675989, 25.0, 0.0031
m5dn.xlarge, 0.006473502680027966, 1.1, 1.2700000000000002E-4
m5d.xlarge, 0.006473502680027966, 1.0, 1.2700000000000002E-4
m5.large, 0.004315668453351978, 0.46, 6.1000000000000005E-5
m5.large.elasticsearch, 0.004315668453351978, 0.46, 6.1000000000000005E-5
m5.metal, 0.2157834226675989, 22.0, 0.0029000000000000002
m5n.12xlarge, 0.08631336906703956, 11.0, 0.00147
m5n.16xlarge, 0.10789171133379945, 15.0, 0.002
m5n.24xlarge, 0.2157834226675989, 22.0, 0.0029000000000000002
m5n.2xlarge, 0.02157834226675989, 1.8, 2.3999999999999998E-4
m5n.4xlarge, 0.02157834226675989, 3.7, 4.9E-4
m5n.8xlarge, 0.04315668453351978, 7.4, 9.8E-4
m5n.large, 0.004315668453351978, 0.46, 6.1000000000000005E-5
m5n.metal, 0.2157834226675989, 22.0, 0.0029000000000000002
m5n.xlarge, 0.006473502680027966, 0.9, 1.2200000000000001E-4
m5.xlarge, 0.006473502680027966, 0.91, 1.2200000000000001E-4
m5.xlarge.elasticsearch, 0.006473502680027966, 0.9, 1.2200000000000001E-4
m5zn.12xlarge, 0.2157834226675989, 15.0, 0.0027
m5zn.2xlarge, 0.02157834226675989, 2.6, 4.6E-4
m5zn.3xlarge, 0.04315668453351978, 3.8, 6.9E-4
m5zn.6xlarge, 0.08631336906703956, 7.7, 0.00137
m5zn.large, 0.006473502680027966, 0.64, 1.14E-4
m5zn.metal, 0.2157834226675989, 15.0, 0.0027
m5zn.xlarge, 0.02157834226675989, 1.3, 2.3E-4
m6a.12xlarge, 0.04315668453351978, 9.0, 9.2E-4
m6a.16xlarge, 0.06473502680027966, 12.0, 0.0012300000000000002
m6a.24xlarge, 0.10789171133379945, 18.0, 0.0018
m6a.2xlarge, 0.008631336906703957, 1.5, 1.5E-4
m6a.32xlarge, 0.2157834226675989, 24.0, 0.0025
m6a.48xlarge, 0.2157834226675989, 36.0, 0.0037
m6a.4xlarge, 0.02157834226675989, 3.0, 3.1E-4
m6a.8xlarge, 0.04315668453351978, 6.1000000000000005, 6.1E-4
m6a.large, 0.002157834226675989, 0.38, 3.8E-5
m6a.metal, 0.2157834226675989, 36.0, 0.0037
m6a.xlarge, 0.004315668453351978, 0.76, 7.7E-5
m6g.12xlarge, 0.04315668453351978, 13.0, 0.0017000000000000001
m6g.12xlarge.elasticsearch, 0.04315668453351978, 13.0, 0.0017000000000000001
m6g.16xlarge, 0.06473502680027966, 17.0, 0.0023
m6g.2xlarge, 0.008631336906703957, 2.1, 2.9E-4
m6g.2xlarge.elasticsearch, 0.008631336906703957, 2.1, 2.9E-4
m6g.4xlarge, 0.02157834226675989, 4.2, 5.700000000000001E-4
m6g.4xlarge.elasticsearch, 0.02157834226675989, 4.2, 5.700000000000001E-4
m6g.8xlarge, 0.04315668453351978, 8.4, 0.00115
m6g.8xlarge.elasticsearch, 0.04315668453351978, 8.4, 0.00115
m6gd.12xlarge, 0.04315668453351978, 15.0, 0.0018
m6gd.16xlarge, 0.06473502680027966, 20.0, 0.0024
m6gd.2xlarge, 0.008631336906703957, 2.5, 3.0E-4
m6gd.4xlarge, 0.02157834226675989, 5.0, 6.0E-4
m6gd.8xlarge, 0.04315668453351978, 10.0, 0.0012
m6gd.large, 0.002157834226675989, 0.62, 7.5E-5
m6gd.medium, 0.0010789171133379946, 0.31, 3.7E-5
m6gd.metal, 0.06473502680027966, 20.0, 0.0024
m6gd.xlarge, 0.004315668453351978, 1.2, 1.5E-4
m6g.large, 0.002157834226675989, 0.5199999999999999, 7.2E-5
m6g.large.elasticsearch, 0.002157834226675989, 0.5199999999999999, 7.2E-5
m6g.medium, 0.0010789171133379946, 0.25999999999999995, 3.6E-5
m6g.metal, 0.06473502680027966, 17.0, 0.0023
m6g.xlarge, 0.004315668453351978, 1.0, 1.4000000000000001E-4
m6g.xlarge.elasticsearch, 0.004315668453351978, 1.0, 1.4000000000000001E-4
m6i.12xlarge, 0.08631336906703956, 10.0, 0.00119
m6i.16xlarge, 0.2157834226675989, 13.0, 0.0015999999999999999
m6i.24xlarge, 0.2157834226675989, 20.0, 0.0024
m6i.2xlarge, 0.02157834226675989, 1.7, 1.9999999999999998E-4
m6i.32xlarge, 0.2157834226675989, 27.0, 0.0031999999999999997
m6i.4xlarge, 0.02157834226675989, 3.3, 3.9999999999999996E-4
m6i.8xlarge, 0.06473502680027966, 6.6, 7.999999999999999E-4
m6id.12xlarge, 0.08631336906703956, 12.0, 0.0012699999999999999
m6id.16xlarge, 0.2157834226675989, 16.0, 0.0017000000000000001
m6id.24xlarge, 0.2157834226675989, 25.0, 0.0025
m6id.2xlarge, 0.02157834226675989, 2.1, 2.1E-4
m6id.32xlarge, 0.2157834226675989, 33.0, 0.0034000000000000002
m6id.4xlarge, 0.02157834226675989, 4.1000000000000005, 4.2E-4
m6id.8xlarge, 0.06473502680027966, 8.0, 8.500000000000001E-4
m6id.large, 0.004315668453351978, 0.51, 5.3E-5
m6id.metal, 0.2157834226675989, 33.0, 0.0034000000000000002
m6idn.12xlarge, 0.08631336906703956, 12.0, 0.0012699999999999999
m6idn.16xlarge, 0.2157834226675989, 16.0, 0.0017000000000000001
m6idn.24xlarge, 0.2157834226675989, 25.0, 0.0025
m6idn.2xlarge, 0.02157834226675989, 2.1, 2.1E-4
m6idn.32xlarge, 0.2157834226675989, 33.0, 0.0034000000000000002
m6idn.4xlarge, 0.02157834226675989, 4.1000000000000005, 4.2E-4
m6idn.8xlarge, 0.06473502680027966, 8.0, 8.500000000000001E-4
m6idn.large, 0.004315668453351978, 0.51, 5.3E-5
m6idn.metal, 0.2157834226675989, 33.0, 0.0034000000000000002
m6idn.xlarge, 0.006473502680027966, 1.0, 1.06E-4
m6id.xlarge, 0.006473502680027966, 1.0, 1.06E-4
m6i.large, 0.004315668453351978, 0.41, 4.9999999999999996E-5
m6i.metal, 0.2157834226675989, 27.0, 0.0031999999999999997
m6in.12xlarge, 0.08631336906703956, 10.0, 0.00119
m6in.16xlarge, 0.2157834226675989, 13.0, 0.0015999999999999999
m6in.24xlarge, 0.2157834226675989, 20.0, 0.0024
m6in.2xlarge, 0.02157834226675989, 1.7, 1.9999999999999998E-4
m6in.32xlarge, 0.2157834226675989, 27.0, 0.0031999999999999997
m6in.4xlarge, 0.02157834226675989, 3.3, 3.9999999999999996E-4
m6in.8xlarge, 0.06473502680027966, 6.6, 7.999999999999999E-4
m6in.large, 0.004315668453351978, 0.41, 4.9999999999999996E-5
m6in.metal, 0.2157834226675989, 27.0, 0.0031999999999999997
m6in.xlarge, 0.006473502680027966, 0.83, 9.9E-5
m6i.xlarge, 0.006473502680027966, 0.83, 9.9E-5
m7a.12xlarge, 0.06473502680027966, 9.0, 9.2E-4
m7a.16xlarge, 0.08631336906703956, 12.0, 0.0012300000000000002
m7a.24xlarge, 0.2157834226675989, 18.0, 0.0018
m7a.2xlarge, 0.010789171133379944, 1.5, 1.5E-4
m7a.32xlarge, 0.2157834226675989, 24.0, 0.0025
m7a.48xlarge, 0.2157834226675989, 37.0, 0.0037
m7a.4xlarge, 0.02157834226675989, 3.0, 3.1E-4
m7a.8xlarge, 0.04315668453351978, 6.1000000000000005, 6.1E-4
m7a.large, 0.002157834226675989, 0.38, 3.8E-5
m7a.medium, 0.002157834226675989, 0.19, 1.9E-5
m7a.metal-48xl, 0.2157834226675989, 37.0, 0.0037
m7a.xlarge, 0.004315668453351978, 0.76, 7.7E-5
m7g.12xlarge, 0.06473502680027966, 13.0, 0.0017000000000000001
m7g.16xlarge, 0.08631336906703956, 17.0, 0.0023
m7g.2xlarge, 0.02157834226675989, 2.1, 2.9E-4
m7g.4xlarge, 0.02157834226675989, 4.2, 5.700000000000001E-4
m7g.8xlarge, 0.04315668453351978, 8.4, 0.00115
m7gd.12xlarge, 0.06473502680027966, 12.0, 0.0015999999999999999
m7gd.16xlarge, 0.08631336906703956, 16.0, 0.0022
m7gd.2xlarge, 0.02157834226675989, 2.0, 2.7E-4
m7gd.4xlarge, 0.02157834226675989, 4.1000000000000005, 5.4E-4
m7gd.8xlarge, 0.04315668453351978, 8.200000000000001, 0.00108
m7gd.large, 0.002157834226675989, 0.51, 6.8E-5
m7gd.medium, 0.002157834226675989, 0.25, 3.4E-5
m7gd.xlarge, 0.006473502680027966, 1.0, 1.4000000000000001E-4
m7g.large, 0.002157834226675989, 0.5199999999999999, 7.2E-5
m7g.medium, 0.002157834226675989, 0.25999999999999995, 3.6E-5
m7g.metal, 0.08631336906703956, 17.0, 0.0023
m7g.xlarge, 0.006473502680027966, 1.0, 1.4000000000000001E-4
m7i.12xlarge, 0.06473502680027966, 9.0, 9.2E-4
m7i.16xlarge, 0.10789171133379945, 12.0, 0.0012300000000000002
m7i.24xlarge, 0.2157834226675989, 18.0, 0.0018
m7i.2xlarge, 0.02157834226675989, 1.5, 1.5E-4
m7i.48xlarge, 0.2157834226675989, 37.0, 0.0037
m7i.4xlarge, 0.02157834226675989, 3.1, 3.1E-4
m7i.8xlarge, 0.04315668453351978, 6.2, 6.1E-4
m7i-flex.2xlarge, 0.02157834226675989, 1.5, 1.5E-4
m7i-flex.4xlarge, 0.02157834226675989, 3.1, 3.1E-4
m7i-flex.8xlarge, 0.04315668453351978, 6.2, 6.1E-4
m7i-flex.large, 0.002157834226675989, 0.39, 3.8E-5
m7i-flex.xlarge, 0.006473502680027966, 0.7699999999999999, 7.7E-5
m7i.large, 0.002157834226675989, 0.39, 3.8E-5
m7i.xlarge, 0.006473502680027966, 0.7699999999999999, 7.7E-5
m8g.12xlarge, 0.06473502680027966, 11.0, 0.0012699999999999999
m8g.16xlarge, 0.08631336906703956, 14.0, 0.0017000000000000001
m8g.24xlarge, 0.2157834226675989, 21.0, 0.0025
m8g.2xlarge, 0.010789171133379944, 1.8, 2.1E-4
m8g.4xlarge, 0.02157834226675989, 3.6, 4.2E-4
m8g.8xlarge, 0.04315668453351978, 7.1000000000000005, 8.500000000000001E-4
m8g.large, 0.002157834226675989, 0.45, 5.3E-5
m8g.medium, 0.002157834226675989, 0.22, 2.6000000000000002E-5
m8g.metal-24xl, 0.2157834226675989, 21.0, 0.0025
m8g.xlarge, 0.004315668453351978, 0.8899999999999999, 1.06E-4
mac1.metal, 0.02157834226675989, 8.4, 0.0019
mac2.metal, 0.010789171133379944, 11.5, 0.0027
p2.16xlarge, 0.2157834226675989, 50.0, 0.0085
p2.8xlarge, 0.08631336906703956, 32.0, 0.0054
p2.xlarge, 0.02157834226675989, 4.0, 6.7E-4
p3.16xlarge, 0.2157834226675989, 25.0, 0.0029000000000000002
p3.2xlarge, 0.02157834226675989, 3.1, 3.5999999999999997E-4
p3.8xlarge, 0.06473502680027966, 12.0, 0.0014500000000000001
p3dn.24xlarge, 0.2157834226675989, 38.0, 0.0037
p4d.24xlarge, 0.2157834226675989, 57.0, 0.0046
p4de.24xlarge, 0.2157834226675989, 57.0, 0.0047
p5.48xlarge, 0.4315668453351978, 110.0, 0.007
r3.2xlarge, 0.02157834226675989, 5.7, 0.0011
r3.2xlarge.elasticsearch, 0.02157834226675989, 5.7, 0.0011
r3.4xlarge, 0.04315668453351978, 11.299999999999999, 0.0022
r3.4xlarge.elasticsearch, 0.04315668453351978, 11.299999999999999, 0.0022
r3.8xlarge, 0.08631336906703956, 23.0, 0.0044
r3.8xlarge.elasticsearch, 0.08631336906703956, 23.0, 0.0044
r3.large, 0.006473502680027966, 1.4, 2.7E-4
r3.large.elasticsearch, 0.006473502680027966, 1.4, 2.7E-4
r3.xlarge, 0.02157834226675989, 2.9, 5.600000000000001E-4
r3.xlarge.elasticsearch, 0.02157834226675989, 2.9, 5.600000000000001E-4
r4.16xlarge, 0.2157834226675989, 29.0, 0.0044
r4.16xlarge.elasticsearch, 0.2157834226675989, 29.0, 0.0044
r4.2xlarge, 0.02157834226675989, 3.7, 5.5E-4
r4.2xlarge.elasticsearch, 0.02157834226675989, 3.7, 5.5E-4
r4.4xlarge, 0.02157834226675989, 7.3, 0.00109
r4.4xlarge.elasticsearch, 0.02157834226675989, 7.3, 0.00109
r4.8xlarge, 0.06473502680027966, 15.0, 0.00218
r4.8xlarge.elasticsearch, 0.06473502680027966, 15.0, 0.00218
r4.large, 0.004315668453351978, 0.9, 1.35E-4
r4.large.elasticsearch, 0.004315668453351978, 0.9, 1.35E-4
r4.xlarge, 0.008631336906703957, 1.9, 2.8000000000000003E-4
r4.xlarge.elasticsearch, 0.008631336906703957, 1.9, 2.8000000000000003E-4
r5.12xlarge, 0.10789171133379945, 18.0, 0.0018
r5.12xlarge.elasticsearch, 0.10789171133379945, 18.0, 0.0018
r5.16xlarge, 0.2157834226675989, 24.0, 0.0025
r5.24xlarge, 0.2157834226675989, 36.0, 0.0037
r5.2xlarge, 0.02157834226675989, 3.0, 3.1E-4
r5.2xlarge.elasticsearch, 0.02157834226675989, 3.0, 3.1E-4
r5.4xlarge, 0.04315668453351978, 6.0, 6.1E-4
r5.4xlarge.elasticsearch, 0.04315668453351978, 6.0, 6.1E-4
r5.8xlarge, 0.06473502680027966, 12.0, 0.0012300000000000002
r5a.12xlarge, 0.08631336906703956, 17.0, 0.0015999999999999999
r5a.16xlarge, 0.2157834226675989, 23.0, 0.0021
r5a.24xlarge, 0.2157834226675989, 34.0, 0.0031
r5a.2xlarge, 0.02157834226675989, 2.9, 2.6E-4
r5a.4xlarge, 0.02157834226675989, 5.7, 5.2E-4
r5a.8xlarge, 0.06473502680027966, 11.0, 0.00105
r5ad.12xlarge, 0.08631336906703956, 19.0, 0.0015999999999999999
r5ad.16xlarge, 0.2157834226675989, 25.0, 0.0022
r5ad.24xlarge, 0.2157834226675989, 37.0, 0.0033
r5ad.2xlarge, 0.02157834226675989, 3.1, 2.7E-4
r5ad.4xlarge, 0.02157834226675989, 6.2, 5.4E-4
r5ad.8xlarge, 0.06473502680027966, 12.0, 0.00109
r5ad.large, 0.004315668453351978, 0.8, 6.8E-5
r5ad.xlarge, 0.006473502680027966, 1.6, 1.36E-4
r5a.large, 0.004315668453351978, 0.71, 6.5E-5
r5a.xlarge, 0.006473502680027966, 1.4, 1.3099999999999999E-4
r5b.12xlarge, 0.10789171133379945, 18.0, 0.0018
r5b.16xlarge, 0.2157834226675989, 24.0, 0.0025
r5b.24xlarge, 0.2157834226675989, 36.0, 0.0037
r5b.2xlarge, 0.02157834226675989, 3.0, 3.1E-4
r5b.4xlarge, 0.04315668453351978, 6.0, 6.1E-4
r5b.8xlarge, 0.06473502680027966, 12.0, 0.0012300000000000002
r5b.large, 0.004315668453351978, 0.75, 7.7E-5
r5b.metal, 0.2157834226675989, 36.0, 0.0037
r5b.xlarge, 0.008631336906703957, 1.5, 1.5E-4
r5d.12xlarge, 0.10789171133379945, 20.0, 0.0019
r5d.16xlarge, 0.2157834226675989, 26.0, 0.0025
r5d.24xlarge, 0.2157834226675989, 39.0, 0.0038
r5d.2xlarge, 0.02157834226675989, 3.3, 3.2E-4
r5d.4xlarge, 0.04315668453351978, 6.6, 6.3E-4
r5d.8xlarge, 0.06473502680027966, 13.0, 0.0012699999999999999
r5d.large, 0.004315668453351978, 0.8, 7.900000000000001E-5
r5d.metal, 0.2157834226675989, 39.0, 0.0038
r5dn.12xlarge, 0.10789171133379945, 20.0, 0.0019
r5dn.16xlarge, 0.2157834226675989, 26.0, 0.0025
r5dn.24xlarge, 0.2157834226675989, 39.0, 0.0038
r5dn.2xlarge, 0.02157834226675989, 3.3, 3.2E-4
r5dn.4xlarge, 0.04315668453351978, 6.6, 6.3E-4
r5dn.8xlarge, 0.06473502680027966, 13.0, 0.0012699999999999999
r5dn.large, 0.004315668453351978, 0.8, 7.900000000000001E-5
r5dn.metal, 0.2157834226675989, 39.0, 0.0038
r5dn.xlarge, 0.008631336906703957, 1.6, 1.6E-4
r5d.xlarge, 0.008631336906703957, 1.6, 1.6E-4
r5.large, 0.004315668453351978, 0.75, 7.7E-5
r5.large.elasticsearch, 0.004315668453351978, 0.75, 7.7E-5
r5.metal, 0.2157834226675989, 36.0, 0.0037
r5n.12xlarge, 0.10789171133379945, 18.0, 0.0018
r5n.16xlarge, 0.2157834226675989, 24.0, 0.0025
r5n.24xlarge, 0.2157834226675989, 36.0, 0.0037
r5n.2xlarge, 0.02157834226675989, 3.0, 3.1E-4
r5n.4xlarge, 0.04315668453351978, 6.0, 6.1E-4
r5n.8xlarge, 0.06473502680027966, 12.0, 0.0012300000000000002
r5n.large, 0.004315668453351978, 0.75, 7.7E-5
r5n.metal, 0.2157834226675989, 36.0, 0.0037
r5n.xlarge, 0.008631336906703957, 1.5, 1.5E-4
r5.xlarge, 0.008631336906703957, 1.5, 1.5E-4
r5.xlarge.elasticsearch, 0.008631336906703957, 1.5, 1.5E-4
r6a.12xlarge, 0.06473502680027966, 16.0, 0.0013
r6a.16xlarge, 0.08631336906703956, 22.0, 0.0017000000000000001
r6a.24xlarge, 0.2157834226675989, 32.0, 0.0026
r6a.2xlarge, 0.02157834226675989, 2.7, 2.2E-4
r6a.32xlarge, 0.2157834226675989, 43.0, 0.0035
r6a.48xlarge, 0.2157834226675989, 65.0, 0.0052
r6a.4xlarge, 0.02157834226675989, 5.4, 4.3E-4
r6a.8xlarge, 0.04315668453351978, 11.0, 8.7E-4
r6a.large, 0.002157834226675989, 0.67, 5.4E-5
r6a.metal, 0.2157834226675989, 65.0, 0.0052
r6a.xlarge, 0.006473502680027966, 1.3, 1.08E-4
r6g.12xlarge, 0.06473502680027966, 20.0, 0.0021
r6g.12xlarge.elasticsearch, 0.06473502680027966, 20.0, 0.0021
r6g.16xlarge, 0.08631336906703956, 26.0, 0.0028
r6g.2xlarge, 0.02157834226675989, 3.3, 3.5E-4
r6g.2xlarge.elasticsearch, 0.02157834226675989, 3.3, 3.5E-4
r6g.4xlarge, 0.02157834226675989, 6.5, 7.0E-4
r6g.4xlarge.elasticsearch, 0.02157834226675989, 6.5, 7.0E-4
r6g.8xlarge, 0.04315668453351978, 13.0, 0.0014
r6g.8xlarge.elasticsearch, 0.04315668453351978, 13.0, 0.0014
r6gd.12xlarge, 0.06473502680027966, 22.0, 0.0022
r6gd.12xlarge.elasticsearch, 0.06473502680027966, 22.0, 0.0022
r6gd.16xlarge, 0.08631336906703956, 29.0, 0.0029000000000000002
r6gd.16xlarge.elasticsearch, 0.08631336906703956, 29.0, 0.0029000000000000002
r6gd.2xlarge, 0.02157834226675989, 3.7, 3.5999999999999997E-4
r6gd.2xlarge.elasticsearch, 0.02157834226675989, 3.7, 3.5999999999999997E-4
r6gd.4xlarge, 0.02157834226675989, 7.3, 7.199999999999999E-4
